"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"1719","의료유사업","01_01_10_P","3210000","PHMB419963210034042400001","19960718","","03","폐업","03","폐업","20090622","","","","533-4934","","137069","서울특별시 서초구 방배동 813-2","","","이도안마시술소","20090622160531","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","5","","","","","23","","389.82",
"1720","의료유사업","01_01_10_P","3210000","PHMB419973210034042400001","19971013","","03","폐업","03","폐업","20110608","","","","549-5810","","137030","서울특별시 서초구 잠원동 15-9","","","센스안마시술소","20110608180018","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","2","","","","","14","","299.21",
"1721","의료유사업","01_01_10_P","3210000","PHMB419993210034042400001","19990209","","03","폐업","03","폐업","20090326","20081205","20090301","","587-7474","","137062","서울특별시 서초구 방배동 2999","","","예원안마시술소","20090326160754","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","7","","","","","20","","500.79",
"1722","의료유사업","01_01_10_P","3210000","PHMB420143210034042400002","20140416","","03","폐업","03","폐업","20200529","","","","3483-2575","","137974","서울특별시 서초구 방배동 3001번지 2호 방배디오슈페리움1 B109호","서울특별시 서초구 서초대로 3-4 (방배동, 방배디오슈페리움1 B109호)","06568","다손안마원","20200529183639","U","2020-05-31 02:40:00.0","안마원","198432.354182494","442643.16392201","안마원","1","","","","","1","","36",
"1723","의료유사업","01_01_10_P","3210000","PHMB419993210034042400002","19990302","","03","폐업","03","폐업","20081217","","","","549-5491","","137041","서울특별시 서초구 반포동 746-7","","","샤넬안마시술소","20081217131347","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","12","","","","","19","","596.95",
"1724","의료유사업","01_01_10_P","3210000","PHMB420013210034042400001","20010616","","03","폐업","03","폐업","20150506","","","","536-3999","","137069","서울특별시 서초구 방배동 795-18","서울특별시 서초구 방배로 227 (방배동)","137830","나비안마시술소","20150506174401","I","2018-08-31 23:59:59.0","안마시술소","199018.060804446","443468.781039076","안마시술소","3","","","","","14","","465",
"1725","의료유사업","01_01_10_P","3210000","PHMB420023210034042400001","20020329","","03","폐업","03","폐업","20100405","","","","587-5828","","137073","서울특별시 서초구 서초동 1589-1","","","연안마시술소","20100405184223","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","5","","","","","24","","557.66",
"1726","의료유사업","01_01_10_P","3210000","PHMB420023210034042400002","20020918","","03","폐업","03","폐업","20100623","20090903","20091103","","521-6133","","137073","서울특별시 서초구 서초동 1573-13","","","수안마시술소","20100623181410","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","3","","","","","12","","490.3",
"1727","의료유사업","01_01_10_P","3210000","PHMB420033210034042400001","20030120","","03","폐업","03","폐업","20131017","20130122","20140122","","585-8313","","137073","서울특별시 서초구 서초동 1589-9","","","파라다이스안마시술소","20131017173640","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","4","","","","","25","","789.85",
"1728","의료유사업","01_01_10_P","3210000","PHMB420033210034042400002","20030121","","03","폐업","03","폐업","20120131","","","","588-3851","","137073","서울특별시 서초구 서초동 1589-11","","","베니스안마시술소","20120131195610","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","3","","","","","22","","582.14",
"1729","의료유사업","01_01_10_P","3210000","PHMB420033210034042400003","20180430","","03","폐업","03","폐업","20180430","","","","532-6752","","137069","서울특별시 서초구 방배동 751-9","서울특별시 서초구 동광로19길 145 (방배동)","06552","원안마시술소","20180430155904","I","2018-08-31 23:59:59.0","안마시술소","198649.663602053","443984.610397298","안마시술소","3","","","","","29","","709.69",
"1730","의료유사업","01_01_10_P","3030000","PHMB420163030033042400001","20160928","","03","폐업","03","폐업","20191106","","","","02-2298-9890","","","","서울특별시 성동구 무학로6길 50, 101동 222호 (도선동, 성동삼성쉐르빌)","04709","로뎀안마원","20191106173825","U","2019-11-08 02:40:00.0","안마원","203017.021457357","451346.281102634","안마원","1","","","","","5","","85.6",
"1731","의료유사업","01_01_10_P","3230000","PHMB419903230034042400001","19900111","","03","폐업","03","폐업","20090520","","","","149-7676","","138849","서울특별시 송파구 송파1동 32번지 3호 (2,3층)","서울특별시 송파구 백제고분로41길 42-11 (송파동,(2,3층))","","썬안마시술소","20140709104236","I","2018-08-31 23:59:59.0","안마시술소","209310.575810118","445304.185217596","안마시술소","3","","","","","21","45","473.3",
"1732","의료유사업","01_01_10_P","3230000","PHMB419913230034042400001","19911030","","03","폐업","03","폐업","20110228","","","","416-3421","","138842","서울특별시 송파구 석촌동 1번지 7호","서울특별시 송파구 삼학사로 98 (석촌동)","","럭셔리안마시술소","20110228171104","I","2018-08-31 23:59:59.0","안마시술소","208554.799609279","444868.79542744","안마시술소","4","","","","","25","67.16","770.7",
"1733","의료유사업","01_01_10_P","3230000","PHMB419923230034042400001","19920516","","03","폐업","03","폐업","20180306","","","","02-425-1727","","138849","서울특별시 송파구 송파1동 58번지 14호 (1,2,3,4층)","서울특별시 송파구 백제고분로45길 38-9 (송파동,(1,2,3,4층))","","철수안마시술소","20200428104543","U","2020-04-30 02:40:00.0","안마시술소","209466.224876057","445457.135255489","안마시술소","4","","","","","23","66.96","763.7",
"1734","의료유사업","01_01_10_P","3230000","PHMB419973230034042400001","19970729","","03","폐업","03","폐업","20191226","20150114","20150413","","418-3891-2","","138861","서울특별시 송파구 잠실본동 183번지 1호 4층","서울특별시 송파구 백제고분로7길 39 (잠실동, 4층)","05558","어래안마시술소","20191226154650","U","2019-12-28 02:40:00.0","안마시술소","207300.028556978","445429.459850149","안마시술소","3","","","","","20","49.16","461.5",
"1735","의료유사업","01_01_10_P","3230000","PHMB419973230034042400002","19971122","","03","폐업","03","폐업","20141022","20140527","20140827","","422-0111","","138827","서울특별시 송파구 방이2동 36번지 1호 (2,3,4,5,6층)","서울특별시 송파구 올림픽로32길 5 (방이동, 2,3,4,5,6층)","138827","동경안마시술소","20141022165833","I","2018-08-31 23:59:59.0","안마시술소","209568.188973238","445934.229165112","안마시술소","3","","","","","24","76.8","793.2",
"1736","의료유사업","01_01_10_P","3230000","PHMB420023230034042400002","20021008","","03","폐업","03","폐업","20091208","","","","408-7424","","138803","서울특별시 송파구 가락본동 79번지 4호 2층","서울특별시 송파구 송파대로28길 20 (가락동,2층)","","캐슬안마시술소","20130718085806","I","2018-08-31 23:59:59.0","안마시술소","210562.900849903","443555.864703206","안마시술소","4","","","","","11","15.18","461.5",
"1737","의료유사업","01_01_10_P","3230000","PHMB420033230034042400001","20030324","","03","폐업","03","폐업","20100429","","","","421-4742","","138844","서울특별시 송파구 석촌동 158번지 2호 (지하2층)","서울특별시 송파구 석촌호수로 220 (석촌동,(지하2층))","","케이투안마시술소","20100528101643","I","2018-08-31 23:59:59.0","안마시술소","208888.2046311","444985.075379112","안마시술소","3","","","","","14","28.2","514.9",
"1738","의료유사업","01_01_10_P","3230000","PHMB420033230034042400002","20031220","","03","폐업","03","폐업","20131002","20130927","20131130","","431-3002","","138805","서울특별시 송파구 가락본동 98번지 2호 (3층)","서울특별시 송파구 송파대로30길 8 (가락동, 3층)","138805","Q안마시술소","20131002150151","I","2018-08-31 23:59:59.0","안마시술소","210403.825298326","443562.753075246","안마시술소","3","","","","","20","","385.9",
"1739","의료유사업","01_01_10_P","3230000","PHMB420083230034042400001","20080201","","03","폐업","03","폐업","20100203","","","","449-0231","","138803","서울특별시 송파구 가락본동 79번지 7호 (지하1층)","서울특별시 송파구 송파대로28길 32 (가락동,(지하1층))","","웰빙안마시술소","20100203180525","I","2018-08-31 23:59:59.0","안마시술소","210658.051559152","443620.612078283","안마시술소","3","","","","","12","","430.6",
"1740","의료유사업","01_01_10_P","3230000","PHMB420063230034042400003","20061228","","03","폐업","03","폐업","20101207","","","","416-3806","","138851","서울특별시 송파구 송파1동 111번지 31호 1층","서울특별시 송파구 송파대로42길 30 (송파동,1층)","","라파엘안마원","20101207154201","I","2018-08-31 23:59:59.0","안마원","209717.853692551","444883.096558986","안마원","1","","","","","1","","15.08",
"1741","의료유사업","01_01_10_P","3230000","PHMB420093230034042400001","20090909","","03","폐업","03","폐업","20130718","","","","2043-9988","","138200","서울특별시 송파구 문정동 107번지 2호 제일빌딩 6층","서울특별시 송파구 송이로30길 13 (문정동,제일빌딩 6층)","","라파안마원","20130718172641","I","2018-08-31 23:59:59.0","안마원","211467.795998882","442771.73993318","안마원","1","","","","","1","","40.5",
"1742","의료유사업","01_01_10_P","3230000","PHMB420093230034042400002","20091113","","03","폐업","03","폐업","20130206","","","","3432-8552","","138848","서울특별시 송파구 송파1동 18번지 건원빌딩 2층","서울특별시 송파구 백제고분로41길 7-23 (송파동,건원빌딩 2층)","","하나안마원","20130718085957","I","2018-08-31 23:59:59.0","안마원","209419.462951846","444888.76026351","안마원","1","","","","","","","87.78",
"1743","의료유사업","01_01_10_P","3230000","PHMB420093230034042400004","20091211","","03","폐업","03","폐업","20141211","","","","449-8123","","138161","서울특별시 송파구 가락1동 79번지 4호","서울특별시 송파구 송파대로28길 20 (가락동, 2층)","138803","수안마시술소","20141211170527","I","2018-08-31 23:59:59.0","안마시술소","210562.900849903","443555.864703206","안마시술소","3","","","","","11","","461.51",
"1744","의료유사업","01_01_10_P","3030000","PHMB420073030033042400001","20070724","","03","폐업","03","폐업","20110831","","","","","","133882","서울특별시 성동구 도선동 82번지","","","오아시스","20110831151950","I","2018-08-31 23:59:59.0","안마시술소","203029.278517446","451180.209541254","안마시술소","2","","","","","26","","596.7",
"1745","의료유사업","01_01_10_P","3230000","PHMB420063230034042400001","20061215","","03","폐업","03","폐업","","","","","02-412-9153","","138050","서울특별시 송파구 방이동 39번지 10호 1층~5층","","","무교안마시술소","20120628140437","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","2","","","","","24","","523.6",
"1746","의료유사업","01_01_10_P","3230000","PHMB420043230034042400001","20041109","","03","폐업","03","폐업","20120529","","","","418-2536","","138051","서울특별시 송파구 방이1동 42번지 4호","서울특별시 송파구 올림픽로34길 9-13 (방이동)","","즐겨찾기안마시술소","20120607102317","I","2018-08-31 23:59:59.0","안마시술소","209779.298176864","445981.729836521","안마시술소","2","","","","","34","","775.51",
"1747","의료유사업","01_01_10_P","3230000","PHMB420063230034042400002","20020611","","03","폐업","03","폐업","20130715","20130422","20130721","","02-421-0900","","138051","서울특별시 송파구 방이1동 50번지 16호","서울특별시 송파구 오금로11길 63-21 (방이동)","138828","삐에로안마시술소","20130715163902","I","2018-08-31 23:59:59.0","안마시술소","210067.699438948","445951.388778266","안마시술소","2","","","","","15","52","613",
