번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
1966,의료유사업,01_01_10_P,3470000,PHMB420153470022042400003,20151229,,1,영업/정상,13,영업중,,,,,053-556-2224,,,대구광역시 달서구 두류동 840번지 193호,"대구광역시 달서구 달구벌대로 1870, 5층 (두류동)",42661,달구벌안마센터안마원,2.02001E+13,U,40:00.0,안마원,341657.5712,263456.0324,안마원,3,,,,,,,174.9
1967,의료유사업,01_01_10_P,3460000,PHMB420173460023042400001,20171123,,1,영업/정상,13,영업중,,,,,053-754-0933,,,대구광역시 수성구 수성동3가 79번지 7호,대구광역시 수성구 들안로54길 61 (수성동3가),42138,건강백세지압안마원,2.01711E+13,I,59:59.0,안마원,346321.8109,262644.4819,안마원,1,,,,,,,72.54
1968,의료유사업,01_01_10_P,3460000,PHMB420183460023042400001,20180214,,1,영업/정상,13,영업중,,,,,053-793-1322,,,대구광역시 수성구 신매동 566-3,"대구광역시 수성구 고산로 101, 상가동 2층 23-8호 (신매동)",42257,내몸에약손안마원,2.02206E+13,U,40:00.0,안마원,353893.9053,261327.1329,안마원,4,0,0,0,0,4,0,70.11
1969,의료유사업,01_01_10_P,3460000,PHMB420103460023042400001,20101014,,1,영업/정상,13,영업중,,,,,053-751-3975,,706833,대구광역시 수성구 수성동3가 2번지 1호,대구광역시 수성구 달구벌대로 2364 (수성동3가),42115,다다안마시술소,2.01705E+13,I,59:59.0,안마시술소,346360.6461,263321.7893,안마시술소,2,,,,,6,,342.86
1970,의료유사업,01_01_10_P,3460000,PHMB420133460023042400001,20130613,,1,영업/정상,13,영업중,,,,,053-964-9373,,706817,대구광역시 수성구 범어3동 35번지 1호 (범어역우방유쉘 지하1층 2-B02호),"대구광역시 수성구 동대구로 345 (범어동, (범어역우방유쉘 지하1층 2-B02호))",42013,토닥토닥몸사랑안마원,2.01306E+13,I,59:59.0,안마원,346775.2632,263615.2448,안마원,1,,,,,0,0,56
1971,의료유사업,01_01_10_P,3460000,PHMB420143460023042400001,20140326,,1,영업/정상,13,영업중,,,,,053-782-7566,,706839,대구광역시 수성구 지산동 1288번지 28호,"대구광역시 수성구 지범로 173, 6층 (지산동)",42197,약손지압안마원,2.01403E+13,I,59:59.0,안마원,348044.251,259247.8013,안마원,95,,,,,133,,133.95
1972,의료유사업,01_01_10_P,3460000,PHMB420153460023042400001,20150925,,1,영업/정상,13,영업중,,,,,053-741-0407,,,대구광역시 수성구 수성동3가 328번지 1호,"대구광역시 수성구 명덕로 441, 8층 (수성동3가)",42119,힐링숲건강안마원,2.01804E+13,I,59:59.0,안마원,346116.3094,262806.2474,안마원,2,,,,,,,159.5
1973,의료유사업,01_01_10_P,3440000,PHMB420033440024042400001,20030822,,1,영업/정상,13,영업중,,,,,053-628-8745,,705039,대구광역시 남구 대명동 336번지 2호,대구광역시 남구 대명로 218 (대명동),,앞산,2.01812E+13,U,40:00.0,안마시술소,342784.4673,261191.3504,안마시술소,2,,,,,17,,600.21
1974,의료유사업,01_01_10_P,3440000,PHMB420103440024042400001,20100203,,1,영업/정상,13,영업중,,,,,053-652-7575,,705823,대구광역시 남구 대명3동 2275번지 1호,대구광역시 남구 명덕로 46 (대명동),42400,웰빙안마원,2.01912E+13,U,40:00.0,안마원,342271.9688,263258.7124,안마원,10,,,,,7,,85.06
1975,의료유사업,01_01_10_P,3440000,PHMB420153440024042400002,20150914,,1,영업/정상,13,영업중,,,,,053-654-0115,,,대구광역시 남구 봉덕동 942번지 3호,"대구광역시 남구 대봉로 42 (봉덕동, 한도아파트)",42443,건강지킴이안마원,2.01705E+13,I,59:59.0,안마원,344881.8187,261455.3044,안마원,3,,,,,,,57
1976,의료유사업,01_01_10_P,3440000,PHMB420173440024042400001,20170913,,1,영업/정상,13,영업중,,,,,053 656 7774,,,대구광역시 남구 봉덕동 617번지 8호 5층,"대구광역시 남구 이천로 24, 5층 (봉덕동)",42441,형제바우처안마원,2.01906E+13,U,40:00.0,안마원,344333.3331,261481.5524,안마원,3,,,,,5,8.5,181.43
1977,의료유사업,01_01_10_P,3440000,PHMB420173440024042400002,20170929,,1,영업/정상,13,영업중,,,,,053-655-8885,,,대구광역시 남구 대명동 1623번지 3호 5층,"대구광역시 남구 대명로 67, 5층 (대명동, 프라임빌딩)",42480,밝은세상안마원 대명역점,2.02001E+13,U,40:00.0,안마원,341314.4527,261072.4596,안마원,9,,,,,8,,240
1978,의료유사업,01_01_10_P,3430000,PHMB420093430019042400001,20090107,,1,영업/정상,13,영업중,,,,,572-1515,,703808,대구광역시 서구 내당동 1035번지 1(2층일부),대구광역시 서구 국채보상로 440 (내당동),41806,동산안마원,2.01312E+13,I,59:59.0,안마원,342514.8732,264515.0041,안마원,1,,,,,2,,112.73
1979,의료유사업,01_01_10_P,3430000,PHMB420123430019042400001,20120202,,1,영업/정상,13,영업중,,,,,053-564-8575,,,대구광역시 서구 비산동 434번지 155호,"대구광역시 서구 국채보상로75길 36-2, 1층 (비산동)",41800,이창숙안마원,2.01611E+13,I,59:59.0,안마원,341936.7691,265057.7402,안마원,1,,,,,,,70
1980,의료유사업,01_01_10_P,3430000,PHMB420163430019042400001,20160311,,1,영업/정상,13,영업중,,,,,053-561-0770,,,대구광역시 서구 비산동 794번지 3호,대구광역시 서구 통학로46길 9-1 (비산동),41747,팡팡지압안마원,2.01908E+13,U,40:00.0,안마원,341182.076,265621.7115,안마원,1,,,,,2,,60
1981,의료유사업,01_01_10_P,5050000,PHMB420115050041042400001,20110321,,1,영업/정상,13,영업중,,,,,054-776-9877,,,경상북도 경주시 성건동 359번지 2호,"경상북도 경주시 금성로 280, 가동 2층층 (성건동)",38155,가고픈약손안마원,2.02107E+13,U,40:00.0,안마원,399356.0166,262508.8628,안마원,2,0,0,0,0,0,0,45.76
1982,의료유사업,01_01_10_P,5050000,PHMB420085050041042400001,20080407,,1,영업/정상,13,영업중,,,,,,,780821,경상북도 경주시 외동읍 개곡리 1325번지 6호,경상북도 경주시 외동읍 산업로 2522,,이홍준지압안마원,2.02111E+13,U,40:00.0,안마원,409767.335,250911.2123,안마원,1,0,0,0,0,0,0,40
1983,의료유사업,01_01_10_P,5050000,PHMB420125050041042400003,20120704,,1,영업/정상,13,영업중,,,,,054-776-7975,,,경상북도 경주시 성동동 372-2,"경상북도 경주시 북정로 61, 1층 (성동동)",38146,가자안마원,2.02103E+13,U,40:00.0,안마원,400071.3076,262954.6388,안마원,3,,,,,1,,39
1984,의료유사업,01_01_10_P,5230000,PHMB420175230029042400001,20170712,,1,영업/정상,13,영업중,,,,,,,,,경상북도 예천군 풍양면 낙상2길 10,36865,희망안마원,2.01707E+13,I,59:59.0,안마원,316625.6518,334887.2303,안마원,0,,,,,0,,50.82
1985,의료유사업,01_01_10_P,5090000,PHMB420135090024042400001,20130328,,1,영업/정상,13,영업중,,,,,,,750901,경상북도 영주시 가흥1동 1381번지 15호,경상북도 영주시 지천로184번길 22 (가흥동),36108,전통안마원,2.02204E+13,U,40:00.0,안마원,344508.647,369448.2428,안마원,2,0,0,0,0,0,0,110.97
1986,의료유사업,01_01_10_P,5200000,PHMB420165200016042400001,20160418,,1,영업/정상,13,영업중,,,,,054-614-5789,,,,"경상북도 고령군 대가야읍 왕릉로 95, 2층",40137,오-편한케어안마원,2.02202E+13,U,40:00.0,안마원,314588.7851,248643.4384,안마원,0,0,0,0,0,1,0,85.9
1987,의료유사업,01_01_10_P,5130000,PHMB420145130030042400001,20140407,,1,영업/정상,13,영업중,,,,,053-801-6633,,712803,경상북도 경산시 중방동 859번지 4호 101호,"경상북도 경산시 경안로39길 31, 101호 (중방동)",38623,힐링안마,2.02001E+13,U,40:00.0,안마원,356651.5601,259530.3581,안마원,1,,,,,5,,90.2
1988,의료유사업,01_01_10_P,5130000,PHMB420155130030042400001,20151102,,1,영업/정상,13,영업중,,,,,053-812-2988,,,경상북도 경산시 옥산동 407번지,경상북도 경산시 성암로5길 11 (옥산동),38670,복손안마원,2.02108E+13,U,40:00.0,안마원,355358.9702,259496.1062,안마원,2,0,0,0,0,1,0,42.3
1989,의료유사업,01_01_10_P,3500000,PHMB420103500020042400001,20100629,,1,영업/정상,13,영업중,,,,,032-762-3766,,401040,인천광역시 동구 송현동 67번지 109호 9통 2반,인천광역시 동구 송현로11번길 10 (송현동),22549,동양 안마지압원,2.01311E+13,I,59:59.0,안마원,167529.9531,441824.0034,안마원,1,,,,,0,0,68.62
1990,의료유사업,01_01_10_P,3500000,PHMB420163500020042400001,20161006,,1,영업/정상,13,영업중,,,,,032-777-3288,,,,"인천광역시 동구 송현로 14, 5층 (송현동, 솔빛빌딩)",22548,인천해광안마센터,2.0161E+13,I,59:59.0,안마원,167599.9374,441765.4182,안마원,2,,,,,,,121.24
1991,의료유사업,01_01_10_P,3520000,PHMB420023520019042400001,20020802,,1,영업/정상,13,영업중,,,,,032-818-8517,,406831,인천광역시 연수구 청학동 503번지 1호 이리옴프라자 빌딩 402호,인천광역시 연수구 먼우금로 197 (청학동),21926,슈퍼맨안마시술소,2.02111E+13,U,40:00.0,안마시술소,171265.0216,434813.7907,안마시술소,2,0,0,0,0,13,69.7,392.38
1992,의료유사업,01_01_10_P,3520000,PHMB420113520019042400001,20110503,,1,영업/정상,13,영업중,,,,,814-1239,,,인천광역시 연수구 연수동 571번지 1호,인천광역시 연수구 새말로 107 (연수동),21925,광천명인지압안마원,2.01912E+13,U,40:00.0,안마원,171706.7974,435222.0778,안마원,0,,,,,4,,90
1993,의료유사업,01_01_10_P,3520000,PHMB420143520019042400002,20140718,,1,영업/정상,13,영업중,,,,,032-815-7770,,,,인천광역시 연수구 앵고개로 262 (동춘동),21972,장수지압안마원,2.02202E+13,U,40:00.0,안마원,170941.5774,433982.7628,안마원,4,0,0,0,0,4,0,107
1994,의료유사업,01_01_10_P,3520000,PHMB420153520019042400001,20150702,,1,영업/정상,13,영업중,,,,,032-821-8575,,,인천광역시 연수구 연수동 593번지 8호 메카리움오피스텔,"인천광역시 연수구 용담로125번길 41, 메카리움오피스텔 3층 (연수동)",21927,국가대표케이에이(KA)안마원,2.02205E+13,U,40:00.0,안마원,171587.3995,434899.2014,안마원,3,0,0,0,0,5,0,83
1995,의료유사업,01_01_10_P,3520000,PHMB420163520019042400001,20160404,,1,영업/정상,13,영업중,,,,,032-834-8575,,,인천광역시 연수구 옥련동 307-1,"인천광역시 연수구 비류대로 208, 4층 (옥련동)",21939,한국국가대표안마원(본점),2.02206E+13,U,40:00.0,안마원,169634.6038,436196.7203,안마원,3,0,0,0,0,3,0,214.5
1996,의료유사업,01_01_10_P,3520000,PHMB420173520019042400001,20170522,,1,영업/정상,13,영업중,,,,,032-813-3652,,,,"인천광역시 연수구 청능대로 109, 803호 (연수동, 탑피온)",21927,가장조은안마원,2.02201E+13,U,40:00.0,안마원,171311.1048,434589.0587,안마원,10,0,0,0,0,5,0,116.25
1997,의료유사업,01_01_10_P,3490000,PHMB420153490019042400001,20150212,,1,영업/정상,13,영업중,,,,,032-764-0999,,,인천광역시 중구 인현동 68번지,"인천광역시 중구 우현로 78 (인현동, 2층)",22318,랑 안마원,2.01711E+13,I,59:59.0,안마원,167243.0034,441360.3818,안마원,3,,,,,3,,68.34
1998,의료유사업,01_01_10_P,3540000,PHMB420153540021042400003,20151005,,1,영업/정상,13,영업중,,,,,032-362-6677,,,인천광역시 부평구 삼산동 462번지 1호,"인천광역시 부평구 체육관로 14, 3층 308호 (삼산동, 삼산지구 복합시설)",21344,기적의약손안마원,2.01601E+13,I,59:59.0,안마원,176320.4119,445163.5571,안마원,1,,,,,,,92.77
1999,의료유사업,01_01_10_P,3540000,PHMB420173540021042400001,20170706,,1,영업/정상,13,영업중,,,,,032-362-0505,,,인천광역시 부평구 부개동 296번지 10호 3층,"인천광역시 부평구 수변로9번길 4, 3층 (부개동, 효정빌딩)",21415,계수나무안마원,2.01707E+13,I,59:59.0,안마원,176880.7716,442861.4288,안마원,1,,,,,2,0,113.68
2000,의료유사업,01_01_10_P,3530000,PHMB420103530019042400003,20100331,,1,영업/정상,13,영업중,,,,,423-7717,,405233,인천광역시 남동구 간석3동 211번지 7호 5층,"인천광역시 남동구 석촌로 41 (간석동, 5층)",21544,만민안마시술소,2.02203E+13,U,40:00.0,안마시술소,174165.9555,440275.3894,안마시술소,2,0,0,0,0,8,0,307.7
2001,의료유사업,01_01_10_P,3530000,PHMB420103530019042400004,20100407,,1,영업/정상,13,영업중,,,,,469-6249,,405222,인천광역시 남동구 구월2동 6번지 15호 2층,인천광역시 남동구 용천로 104-1 (구월동),21547,동방활법안마원,2.0201E+13,U,40:00.0,안마원,174707.1008,439680.0615,안마원,1,,,,,2,,71.64
2002,의료유사업,01_01_10_P,3530000,PHMB420173530019042400001,20170828,,1,영업/정상,13,영업중,,,,,032-427-1015,,,인천광역시 남동구 간석동 206번지 1호 탑메디칼빌딩 501호,"인천광역시 남동구 남동대로 890, 탑메디칼빌딩 501호 (간석동)",21545,가나안지압안마원,2.02004E+13,U,40:00.0,안마원,174158.0241,440001.0565,안마원,1,,,,,0,0,127.38
2003,의료유사업,01_01_10_P,3530000,PHMB420103530019042400007,20100730,,1,영업/정상,13,영업중,,,,,817-6725,,405300,인천광역시 남동구 논현동 632번지 1호 칼리오페 406호,"인천광역시 남동구 논고개로123번길 35 (논현동, 칼리오페 406호)",21653,국가대표안마원,2.02002E+13,U,40:00.0,안마원,175322.8298,433304.2434,안마원,1,,,,,,,95.07
2004,의료유사업,01_01_10_P,3560000,PHMB420053560021042400001,20051230,,1,영업/정상,13,영업중,,,,,573-0551,,404221,"인천광역시 서구 석남1동 518번지 3호 (4,5층)",인천광역시 서구 길주로75번길 2 (석남동),22789,장안안마,2.01908E+13,U,40:00.0,안마시술소,170798.6905,444996.1957,안마시술소,4,,,,,24,,555.1
2005,의료유사업,01_01_10_P,4230000,PHMB420114230018042400003,20110502,,1,영업/정상,13,영업중,,,,,,,217050,강원도 속초시 청학동 482번지 39호,강원도 속초시 중앙로108번길 16 (청학동),24838,드림안마시술원,2.01507E+13,I,59:59.0,안마원,339052.8226,523215.1259,안마원,1,,,,,,,59.5
2006,의료유사업,01_01_10_P,3710000,PHMB420183710033042400001,20180219,,1,영업/정상,13,영업중,,,,,,,,울산광역시 동구 전하동 676번지 35호,울산광역시 동구 진성14길 48 (전하동),44048,몸신통증사냥안마원,2.01904E+13,U,40:00.0,안마원,420006.3667,225761.7379,안마원,,,,,,,,61.19
2007,의료유사업,01_01_10_P,3700000,PHMB420163700018042400003,20160513,,1,영업/정상,13,영업중,,,,,,,,울산광역시 남구 신정동 1243번지 16호,"울산광역시 남구 봉월로82번길 6, 1층 (신정동)",44672,신의손지압원,2.01611E+13,I,59:59.0,안마원,408964.6135,229021.8529,안마원,1,,,,,,,63.17
2008,의료유사업,01_01_10_P,4640000,PHMB420014640131042400002,20011120,,1,영업/정상,13,영업중,,,,,063-245-2267,,561222,전라북도 전주시 덕진구 우아동2가 925번지 9호,전라북도 전주시 덕진구 아중4길 10-8 (우아동2가),,아중,2.02104E+13,U,40:00.0,안마시술소,215642.3553,259024.9106,안마시술소,2,,,,,23,,822.72
2009,의료유사업,01_01_10_P,4640000,PHMB420024640131042400002,20021127,,1,영업/정상,13,영업중,,,,,227-2544,,560252,전라북도 전주시 완산구 중화산동2가 664번지 1호,전라북도 전주시 완산구 한두평2길 12 (중화산동2가),,뉴동아안마시술소,2.02002E+13,U,40:00.0,안마시술소,211160.3554,257039.4749,안마시술소,5,,,,,24,,735.6
2010,의료유사업,01_01_10_P,4640000,PHMB420144640131042400005,20141028,,1,영업/정상,13,영업중,,,,,063-237-3855,,,전라북도 전주시 완산구 삼천동1가 705-6 광진궁전아파트,"전라북도 전주시 완산구 장승배기로 145, 상가동 1층 15호 (삼천동1가, 광진궁전아파트)",55092,포도나무안마원,2.02102E+13,U,40:00.0,안마원,211568.0117,255060.4135,안마원,1,,,,,,,42.79
2011,의료유사업,01_01_10_P,4640000,PHMB420144640131042400006,20141226,,1,영업/정상,13,영업중,,,,,,,561301,전라북도 전주시 덕진구 송천동1가 824번지 1호,"전라북도 전주시 덕진구 두간9길 3, 4층 (송천동1가)",54830,유주지압원,2.01412E+13,I,59:59.0,안마원,210409.7056,262781.5895,안마원,1,,,,,1,,57.05
2012,의료유사업,01_01_10_P,4640000,PHMB420144640131042400003,20140626,,1,영업/정상,13,영업중,,,,,063-223-0875,,560900,전라북도 전주시 완산구 효자동3가 1533번지 7호,전라북도 전주시 완산구 홍산남로 59-5 (효자동3가),54969,캔디,2.0211E+13,U,40:00.0,안마시술소,209718.4304,257373.0734,안마시술소,2,0,0,0,0,20,0,608.18
2013,의료유사업,01_01_10_P,4640000,PHMB420144640131042400004,20140708,,1,영업/정상,13,영업중,,,,,063-224-6609,,560900,"전라북도 전주시 완산구 효자동3가 1539번지 5호 201호, 301호",전라북도 전주시 완산구 홍산남로 79 (효자동3가),54969,제이제이(JJ),2.02007E+13,U,40:00.0,안마시술소,209929.5471,257331.941,안마시술소,2,,,,,20,,821.06
2014,의료유사업,01_01_10_P,4640000,PHMB420094640131042400002,20090403,,1,영업/정상,13,영업중,,,,,063-244-0003,,561833,전라북도 전주시 덕진구 인후동2가 1526번지 7호,전라북도 전주시 덕진구 견훤왕궁로 258 (인후동2가),,약손안마원,2.0181E+13,U,35:56.0,안마원,213078.8648,260113.3773,안마원,1,,,,,1,,24.12
2015,의료유사업,01_01_10_P,4640000,PHMB420154640131042400003,20151210,,1,영업/정상,13,영업중,,,,,063-255-0058,,,전라북도 전주시 완산구 서신동 786번지 2호,전라북도 전주시 완산구 감나무로 62-6 (서신동),54950,새아침안마원,2.01808E+13,I,59:59.0,안마원,210721.0285,259073.5204,안마원,1,,,,,,,59.63
2016,의료유사업,01_01_10_P,4640000,PHMB420154640131042400004,20151218,,1,영업/정상,13,영업중,,,,,,,,전라북도 전주시 완산구 효자동1가 454번지 1호 서도프라자,"전라북도 전주시 완산구 용머리로 36, 서도프라자 8층 804호 (효자동1가)",55080,서도지압원,2.02003E+13,U,40:00.0,안마원,210268.0235,256157.4371,안마원,1,,,,,,,63.17
